player_id,player_normalized,season,team,pos,pts_per_game,ast_per_game,trb_per_game,stl_per_game,blk_per_game,tov_per_game,fg_percent,ft_percent,x3p_percent,mp_per_game,g,fppg,per
fontesi01,simone fontecchio,2025,DET,SF,5.9,0.9,2.9,0.4,0.2,0.7,0.402,0.833,0.335,16.5,75,10.950000000000001,9.7
freemen01,enrique freeman,2025,IND,PF,2.1,0.4,1.4,0.1,0.1,0.3,0.432,0.684,0.1,8.2,22,4.3,7.4
fultzma01,markelle fultz,2025,SAC,PG,2.9,1.3,1.0,0.5,0.1,0.7,0.418,1.0,0.5,8.8,21,6.6499999999999995,8.9
furphjo01,johnny furphy,2025,IND,SG,2.1,0.4,1.4,0.4,0.2,0.2,0.38,0.818,0.3,7.6,50,5.3999999999999995,9.8
gaffoda01,daniel gafford,2025,DAL,C,12.3,1.4,6.8,0.4,1.8,1.2,0.702,0.689,,21.5,57,25.500000000000004,24.7
garlada01,darius garland,2025,CLE,PG,20.6,6.7,2.9,1.2,0.1,2.5,0.472,0.878,0.401,30.7,75,34.3,19.9
garzalu01,luka garza,2025,MIN,C,3.5,0.3,1.4,0.2,0.1,0.3,0.495,0.686,0.278,5.6,39,5.800000000000001,18.8
georgke01,keyonte george,2025,UTA,PG,16.8,5.6,3.8,0.7,0.1,2.7,0.391,0.818,0.343,31.5,67,28.3,12.9
georgky01,kyshawn george,2025,WAS,SG,8.7,2.5,4.2,1.0,0.7,1.4,0.372,0.753,0.322,26.5,68,19.5,8.8
georgpa01,paul george,2025,PHI,PF,16.2,4.3,5.3,1.8,0.5,2.6,0.43,0.814,0.358,32.5,41,31.1,14.5
gibsota01,taj gibson,2025,CHO,C,2.9,0.6,3.2,0.2,0.5,0.7,0.495,0.6,0.5,11.1,37,8.05,10.8
giddejo01,josh giddey,2025,CHI,PG,14.6,7.2,8.1,1.2,0.6,2.9,0.465,0.781,0.378,30.2,70,35.1,18.1
gilgesh01,shai gilgeous-alexander,2025,OKC,PG,32.7,6.4,5.0,1.7,1.0,2.4,0.519,0.898,0.375,34.2,76,51.650000000000006,30.7
gillan01,anthony gill,2025,WAS,PF,2.5,0.3,1.3,0.2,0.0,0.2,0.489,0.66,0.323,7.8,51,4.55,10.2
gilleco01,collin gillespie,2025,PHO,PG,5.9,2.4,2.4,0.6,0.2,0.5,0.43,0.864,0.433,14.0,33,13.4,16.8
goberru01,rudy gobert,2025,MIN,C,12.0,1.8,10.9,0.8,1.4,1.2,0.669,0.674,,33.2,72,29.9,18.3
goodwjo01,jordan goodwin,2025,LAL,PG,5.6,1.4,3.9,1.0,0.4,0.9,0.438,0.818,0.382,18.7,29,14.2,12.1
gordoaa01,aaron gordon,2025,DEN,PF,14.7,3.2,4.8,0.5,0.3,1.4,0.531,0.81,0.436,28.4,51,24.900000000000002,17.0
gordoer01,eric gordon,2025,PHI,SG,6.8,1.7,1.2,0.7,0.3,0.7,0.426,0.75,0.409,19.7,39,12.350000000000001,10.8
gortmja01,jazian gortman,2025,DAL,PG,1.5,0.4,0.3,0.1,0.1,0.3,0.391,0.5,0.364,3.6,16,2.6000000000000005,6.5
grantje01,jerami grant,2025,POR,PF,14.4,2.1,3.5,0.9,1.0,1.4,0.373,0.849,0.365,32.4,47,24.4,10.9
greenaj01,a.j. green,2025,MIL,SG,7.4,1.5,2.4,0.5,0.1,0.5,0.429,0.815,0.427,22.7,73,13.05,9.2
greendr01,draymond green,2025,GSW,PF,9.0,5.6,6.1,1.5,1.0,2.6,0.424,0.687,0.325,29.2,68,27.15,12.4
greenja05,jalen green,2025,HOU,SG,21.0,3.4,4.6,0.9,0.3,2.5,0.423,0.813,0.354,32.9,82,31.200000000000003,15.1
greenje02,jeff green,2025,HOU,PF,5.4,0.6,1.8,0.2,0.1,0.3,0.504,0.808,0.367,12.4,32,8.549999999999999,13.6
greenjo02,josh green,2025,CHO,SG,7.4,1.6,2.5,1.1,0.2,1.0,0.428,0.681,0.391,27.8,68,14.55,7.8
gueyemo02,mouhamed gueye,2025,ATL,PF,6.0,0.8,4.2,0.8,1.0,0.5,0.421,0.762,0.259,16.2,33,15.399999999999999,14.4
hachiru01,rui hachimura,2025,LAL,PF,13.1,1.4,5.0,0.8,0.4,0.8,0.509,0.77,0.413,31.7,59,22.400000000000002,13.6
halibty01,tyrese haliburton,2025,IND,PG,18.6,9.2,3.5,1.4,0.7,1.6,0.473,0.851,0.388,33.6,73,39.55,21.8
hallpj01,pj hall,2025,DEN,C,1.7,0.2,1.2,0.0,0.2,0.1,0.583,0.75,0.25,3.5,19,3.6,18.3
hardati02,tim hardaway jr.,2025,DET,SG,11.0,1.6,2.4,0.5,0.1,0.6,0.406,0.855,0.368,28.0,77,16.7,9.8
hardeja01,james harden,2025,LAC,PG,22.8,8.7,5.8,1.5,0.7,4.3,0.41,0.874,0.352,35.3,79,42.85,20.0
hardyja02,jaden hardy,2025,DAL,SG,8.7,1.4,1.6,0.5,0.1,1.4,0.435,0.698,0.386,15.9,57,12.499999999999998,10.4
harklej01,elijah harkless,2025,UTA,SG,3.2,0.8,2.1,1.0,0.1,0.3,0.314,0.5,0.28,13.8,10,8.95,7.8
harriga01,gary harris,2025,ORL,SG,3.0,0.6,1.3,0.5,0.3,0.4,0.383,0.583,0.356,14.8,48,6.799999999999999,6.9
harrito02,tobias harris,2025,DET,PF,13.7,2.2,5.9,1.0,0.8,1.2,0.477,0.861,0.345,31.6,73,26.200000000000003,13.9
harteis01,isaiah hartenstein,2025,OKC,C,11.2,3.8,10.7,0.8,1.1,1.7,0.581,0.675,0.0,27.9,57,30.649999999999995,18.9
hartjo01,josh hart,2025,NYK,SG,13.6,5.9,9.6,1.5,0.4,2.1,0.525,0.776,0.333,37.6,77,34.699999999999996,16.5
hausesa01,sam hauser,2025,BOS,PF,8.5,0.9,3.2,0.6,0.2,0.3,0.451,1.0,0.416,21.7,71,14.749999999999998,12.8
hawkijo01,jordan hawkins,2025,NOP,SG,10.8,1.2,2.8,0.5,0.4,1.0,0.372,0.816,0.331,23.6,56,16.650000000000002,9.6
hayesja02,jaxson hayes,2025,LAL,C,6.8,1.0,4.8,0.6,0.9,0.8,0.722,0.622,0.0,19.5,56,16.05,15.8
hendesc01,scoot henderson,2025,POR,PG,12.7,5.1,3.0,1.0,0.2,2.7,0.419,0.767,0.354,26.7,66,23.65,12.5
herroty01,tyler herro,2025,MIA,SG,23.9,5.5,5.2,0.9,0.2,2.6,0.472,0.878,0.375,35.4,77,37.49999999999999,19.7
hieldbu01,buddy hield,2025,GSW,SG,11.1,1.6,3.2,0.8,0.3,1.1,0.417,0.828,0.37,22.7,82,18.35,12.3
highsha01,haywood highsmith,2025,MIA,SF,6.5,1.5,3.4,0.9,0.5,0.7,0.458,0.721,0.382,24.6,74,14.950000000000001,9.9
holidaa01,aaron holiday,2025,HOU,PG,5.5,1.3,1.3,0.3,0.2,0.6,0.437,0.829,0.398,12.8,62,9.4,12.2
holidjr01,jrue holiday,2025,BOS,PG,11.1,3.9,4.3,1.1,0.4,1.2,0.443,0.909,0.353,30.6,62,23.8,13.5
hollaro01,ron holland,2025,DET,SF,6.4,1.0,2.7,0.6,0.2,0.9,0.474,0.754,0.238,15.6,81,11.700000000000001,11.1
holmeri01,richaun holmes,2025,WAS,PF,7.4,1.4,5.7,0.3,0.7,0.7,0.647,0.833,0.0,17.2,31,17.000000000000004,19.8
holmgch01,chet holmgren,2025,OKC,C,15.0,2.0,8.0,0.7,2.2,1.8,0.49,0.754,0.379,27.4,32,31.45,19.2
horfoal01,al horford,2025,BOS,C,9.0,2.1,6.2,0.6,0.9,0.8,0.423,0.895,0.363,27.7,60,21.3,12.9
hortota01,talen horton-tucker,2025,CHI,SG,6.5,1.4,1.7,0.4,0.2,0.7,0.457,0.735,0.336,12.5,58,11.1,13.8
houstca01,caleb houstan,2025,ORL,SF,4.1,0.6,1.3,0.4,0.1,0.2,0.421,0.882,0.4,13.6,58,7.349999999999999,9.4
howarje01,jett howard,2025,ORL,SF,4.5,0.7,1.2,0.2,0.2,0.6,0.374,0.696,0.296,11.7,60,7.15,7.1
huffja01,jay huff,2025,MEM,C,6.9,0.6,2.0,0.3,0.9,0.5,0.515,0.786,0.405,11.7,64,12.3,18.2
hukpoar01,ariel hukporti,2025,NYK,C,1.9,0.4,2.0,0.0,0.6,0.8,0.677,0.462,,8.7,25,5.2,7.6
ighodos01,oso ighodaro,2025,PHO,PF,4.2,1.2,3.6,0.5,0.5,0.6,0.604,0.58,0.0,17.1,61,11.500000000000002,11.1
inglejo01,joe ingles,2025,MIN,SF,0.8,1.2,0.6,0.1,0.0,0.5,0.261,,0.2,6.0,19,2.9499999999999997,2.4
ingrabr01,brandon ingram,2025,NOP,SF,22.2,5.2,5.6,0.9,0.6,3.8,0.465,0.855,0.374,33.1,18,35.55,16.0
irvinky01,kyrie irving,2025,DAL,SG,24.7,4.6,4.8,1.3,0.5,2.2,0.473,0.916,0.401,36.1,50,38.699999999999996,19.9
isaacjo01,jonathan isaac,2025,ORL,PF,5.4,0.6,4.4,0.9,1.1,0.5,0.414,0.682,0.258,15.4,71,15.200000000000001,16.6
iveyja01,jaden ivey,2025,DET,SG,17.6,4.0,4.1,0.9,0.4,3.0,0.46,0.733,0.409,29.9,30,27.950000000000003,14.7
jacksan01,andre jackson jr.,2025,MIL,SG,3.4,1.2,2.7,0.5,0.2,0.9,0.477,0.5,0.395,14.6,67,8.749999999999998,8.6
jacksgg01,gg jackson ii,2025,MEM,PF,7.2,1.0,3.2,0.4,0.2,1.1,0.372,0.725,0.337,15.8,29,12.3,9.3
jacksja02,jaren jackson jr.,2025,MEM,C,22.2,2.0,5.6,1.2,1.5,2.1,0.488,0.781,0.375,29.8,74,35.449999999999996,19.6
jacksqu01,quenton jackson,2025,IND,PG,5.8,1.9,1.6,0.8,0.2,0.6,0.475,0.775,0.375,13.6,28,12.15,14.7
jacksre01,reggie jackson,2025,PHI,PG,4.4,1.5,1.4,0.5,0.1,0.5,0.391,0.778,0.338,12.4,31,9.05,9.8
jackstr02,trayce jackson-davis,2025,GSW,C,6.6,1.7,5.0,0.4,0.6,0.7,0.576,0.578,0.0,15.6,62,15.95,18.5
jamesbr02,bronny james,2025,LAL,SG,2.3,0.8,0.7,0.3,0.1,0.5,0.313,0.786,0.281,6.7,27,4.7,7.1
jamesle01,lebron james,2025,LAL,SF,24.4,8.2,7.8,1.0,0.6,3.7,0.513,0.782,0.376,34.9,70,44.79999999999999,22.7
jaqueja01,jaime jaquez jr.,2025,MIA,SF,8.6,2.5,4.4,0.9,0.2,1.5,0.461,0.754,0.311,20.7,66,18.0,14.3
jeffrda01,daquan jeffries,2025,CHO,SG,6.7,1.1,2.9,0.6,0.5,0.7,0.405,0.8,0.335,22.8,47,13.3,7.9
jeromty01,ty jerome,2025,CLE,SG,12.5,3.4,2.5,1.1,0.0,1.3,0.516,0.872,0.439,19.9,70,21.55,21.0
joeis01,isaiah joe,2025,OKC,SG,10.2,1.6,2.6,0.6,0.1,0.5,0.44,0.821,0.412,21.7,74,16.45,14.0
johnsca02,cameron johnson,2025,BRK,PF,18.8,3.4,4.3,0.9,0.4,1.7,0.475,0.893,0.39,31.6,57,29.750000000000004,18.2
johnsja01,james johnson,2025,IND,PF,0.7,0.3,0.5,0.0,0.2,0.3,0.364,0.0,0.0,3.1,12,1.8499999999999999,0.0
johnsja05,jalen johnson,2025,ATL,SF,18.9,5.0,10.0,1.6,1.0,2.9,0.5,0.746,0.312,35.7,36,40.0,17.3
johnske04,keldon johnson,2025,SAS,SF,12.7,1.6,4.8,0.6,0.3,1.0,0.482,0.773,0.318,23.9,77,21.15,15.6
johnske07,keon johnson,2025,BRK,SG,10.6,2.2,3.8,1.0,0.4,1.5,0.389,0.77,0.314,24.4,79,19.7,10.4
johnske10,keshad johnson,2025,MIA,SF,2.7,0.3,1.8,0.3,0.3,0.3,0.692,0.444,0.429,6.1,16,6.15,19.1
jokicni01,nikola jokić,2025,DEN,C,29.6,10.2,12.7,1.8,0.6,3.3,0.576,0.8,0.417,36.7,70,60.3,32.0
jonesde02,derrick jones jr.,2025,LAC,SF,10.1,0.8,3.4,1.0,0.4,0.9,0.526,0.703,0.356,24.3,77,17.3,13.5
jonesdi01,dillon jones,2025,OKC,SF,2.5,1.1,2.2,0.3,0.1,0.5,0.383,0.607,0.254,10.2,54,6.8500000000000005,8.1
joneshe01,herbert jones,2025,NOP,SF,10.3,3.3,3.9,1.9,0.5,1.8,0.436,0.825,0.306,32.4,20,23.349999999999998,10.4
jonesis01,isaac jones,2025,SAC,PF,3.4,0.3,1.4,0.1,0.3,0.4,0.651,0.639,0.375,7.6,40,5.85,15.2
jonesma05,mason jones,2025,SAC,SG,2.3,1.1,0.9,0.0,0.1,0.1,0.5,0.8,0.125,4.5,10,5.0,20.6
jonessp01,spencer jones,2025,DEN,SF,1.3,0.3,0.9,0.3,0.3,0.3,0.324,1.0,0.059,6.3,20,3.8500000000000005,4.5
jonesty01,tyus jones,2025,PHO,PG,10.2,5.3,2.4,0.9,0.1,1.1,0.448,0.895,0.414,26.8,81,21.949999999999996,14.5
jordade01,deandre jordan,2025,DEN,C,3.7,0.9,5.1,0.3,0.5,0.7,0.65,0.422,,12.3,56,11.450000000000001,15.4
josepco01,cory joseph,2025,ORL,PG,3.5,1.4,1.5,0.5,0.1,0.4,0.403,0.778,0.364,12.2,50,8.2,10.9
jovicni01,nikola jović,2025,MIA,PF,10.7,2.8,3.9,0.8,0.3,1.3,0.456,0.828,0.371,25.1,46,20.249999999999996,13.8
juzanjo01,johnny juzang,2025,UTA,SG,8.9,1.1,2.9,0.6,0.1,0.6,0.429,0.849,0.376,19.8,64,14.600000000000001,11.8
kawamyu01,yuki kawamura,2025,MEM,PG,1.6,0.9,0.5,0.1,0.0,0.2,0.367,0.778,0.304,4.2,22,3.5,11.0
kelleky01,kylor kelley,2025,2TM,C,3.1,0.5,3.5,0.1,0.3,0.4,0.636,0.6,,11.5,11,7.949999999999999,12.1
kelleky01,kylor kelley,2025,2TM,C,3.1,0.5,3.5,0.1,0.3,0.4,0.636,0.6,,11.5,11,7.949999999999999,17.1
kelleky01,kylor kelley,2025,2TM,C,3.1,0.5,3.5,0.1,0.3,0.4,0.636,0.6,,11.5,11,7.949999999999999,6.5
kennalu01,luke kennard,2025,MEM,SG,8.9,3.3,2.8,0.8,0.1,1.1,0.478,0.895,0.433,22.6,65,17.799999999999997,13.6
kesslwa01,walker kessler,2025,UTA,C,11.1,1.7,12.2,0.6,2.4,1.5,0.663,0.52,0.176,30.0,58,31.849999999999994,20.0
kispeco01,corey kispert,2025,WAS,SF,11.6,1.7,3.0,0.4,0.2,1.0,0.451,0.852,0.364,26.3,61,17.65,11.0
klebima01,maxi kleber,2025,DAL,PF,3.0,1.3,2.8,0.3,0.5,0.7,0.385,0.762,0.265,18.7,34,9.05,5.6
knechda01,dalton knecht,2025,LAL,SF,9.1,0.8,2.8,0.3,0.1,0.5,0.461,0.762,0.376,19.2,78,13.599999999999998,12.7
knoxke01,kevin knox,2025,GSW,SF,3.3,0.4,1.2,0.1,0.3,0.3,0.5,0.75,0.267,6.0,14,5.8,17.1
kolekty01,tyler kolek,2025,NYK,PG,2.0,1.7,0.7,0.3,0.1,0.4,0.329,0.765,0.298,7.2,41,5.85,10.3
kolokch01,christian koloko,2025,LAL,C,2.4,0.4,2.5,0.2,0.4,0.3,0.606,0.714,0.0,9.2,37,6.7,13.0
konchjo01,john konchar,2025,MEM,SG,2.4,0.9,3.3,0.7,0.3,0.3,0.451,0.875,0.371,12.1,46,9.249999999999998,12.1
kornelu01,luke kornet,2025,BOS,C,6.0,1.6,5.3,0.5,1.0,0.4,0.668,0.691,0.0,18.6,73,17.050000000000004,19.6
krejcvi01,vit krejci,2025,ATL,PG,7.2,2.6,2.7,0.6,0.5,0.9,0.497,0.711,0.437,20.2,57,15.65,12.7
kuminjo01,jonathan kuminga,2025,GSW,PF,15.3,2.2,4.6,0.8,0.4,1.5,0.454,0.668,0.305,24.3,47,24.7,15.7
landajo01,jock landale,2025,HOU,C,4.8,0.9,3.3,0.3,0.2,0.5,0.533,0.675,0.423,11.9,42,10.2,16.0
larsspe01,pelle larsson,2025,MIA,SG,4.6,1.2,1.7,0.6,0.1,0.4,0.438,0.672,0.337,14.2,55,9.45,10.2
lawsoaj01,a.j. lawson,2025,TOR,SG,9.1,1.2,3.3,0.5,0.2,0.6,0.421,0.683,0.327,18.7,26,15.35,12.7
leeda03,damion lee,2025,PHO,SG,3.3,0.4,0.8,0.2,0.0,0.4,0.365,0.952,0.243,5.8,25,4.799999999999999,11.9
leonaka01,kawhi leonard,2025,LAC,SF,21.5,3.1,5.9,1.6,0.5,1.9,0.498,0.81,0.411,31.9,37,35.4,20.5
liddeej01,e.j. liddell,2025,CHI,PF,1.8,0.3,0.8,0.1,0.1,0.2,0.533,1.0,0.3,4.4,12,3.3499999999999996,11.1
lillada01,damian lillard,2025,MIL,PG,24.9,7.1,4.7,1.2,0.2,2.8,0.448,0.921,0.376,36.1,58,40.95,21.3
livelde01,dereck lively ii,2025,DAL,C,8.7,2.4,7.5,0.6,1.6,1.1,0.702,0.63,,23.1,36,24.199999999999996,20.1
livinch01,chris livingston,2025,MIL,SF,1.4,0.2,1.7,0.2,0.0,0.3,0.333,0.75,0.0,5.0,21,3.5999999999999996,9.8
looneke01,kevon looney,2025,GSW,C,4.5,1.6,6.1,0.6,0.5,0.5,0.514,0.566,0.4,15.0,76,15.25,17.0
lopezbr01,brook lopez,2025,MIL,C,13.0,1.8,5.0,0.6,1.9,1.1,0.509,0.826,0.373,31.8,80,25.849999999999998,14.8
loveke01,kevin love,2025,MIA,PF,5.3,1.0,4.1,0.7,0.2,0.6,0.357,0.696,0.358,10.9,23,12.549999999999999,16.2
lowryky01,kyle lowry,2025,PHI,PG,3.9,2.7,1.9,0.9,0.3,0.6,0.35,0.818,0.33,18.8,35,12.250000000000002,9.8
lylestr01,trey lyles,2025,SAC,PF,6.5,1.2,4.6,0.6,0.3,0.6,0.42,0.7,0.34,19.6,69,14.549999999999999,12.3
mamuksa01,sandro mamukelashvili,2025,SAS,PF,6.3,0.8,3.1,0.4,0.3,0.4,0.502,0.741,0.373,11.2,61,11.950000000000001,19.7
manntr01,tre mann,2025,CHO,PG,14.1,3.0,2.9,0.5,0.3,1.9,0.435,0.905,0.4,24.5,13,21.6,13.3
markkla01,lauri markkanen,2025,UTA,PF,19.0,1.5,5.9,0.7,0.4,1.4,0.423,0.876,0.346,31.4,47,28.5,15.6
marshna01,naji marshall,2025,DAL,SF,13.2,3.0,4.8,1.0,0.2,1.6,0.508,0.813,0.275,27.8,69,23.9,15.1
martity01,tyrese martin,2025,BRK,SG,8.7,2.0,3.7,0.6,0.2,1.2,0.406,0.793,0.351,21.9,60,16.2,10.9
mathega01,garrison mathews,2025,ATL,SG,7.5,1.3,1.9,0.6,0.3,0.7,0.397,0.821,0.39,17.7,47,12.900000000000002,11.2
mathube01,bennedict mathurin,2025,IND,SF,16.1,1.9,5.3,0.7,0.3,1.9,0.458,0.831,0.34,29.8,72,24.85,13.6
matkoka01,karlo matković,2025,NOP,PF,7.7,1.1,5.0,0.5,1.0,1.0,0.574,0.773,0.318,18.8,42,17.1,15.6
maxeyty01,tyrese maxey,2025,PHI,PG,26.3,6.1,3.3,1.8,0.4,2.4,0.437,0.879,0.337,37.7,52,41.85,19.5
mcbrimi01,miles mcbride,2025,NYK,PG,9.5,2.9,2.5,1.0,0.3,0.6,0.406,0.813,0.369,24.9,64,19.0,12.6
mccaija01,jared mccain,2025,PHI,SG,15.3,2.6,2.4,0.7,0.0,1.6,0.46,0.875,0.383,25.7,23,21.75,15.2
mccolcj01,cj mccollum,2025,NOP,PG,21.1,4.1,3.8,0.8,0.4,1.9,0.444,0.717,0.373,32.7,56,32.15,15.8
mccontj01,t.j. mcconnell,2025,IND,PG,9.1,4.4,2.4,1.1,0.3,1.4,0.519,0.74,0.306,17.9,79,20.200000000000003,18.4
mcdanja02,jaden mcdaniels,2025,MIN,PF,12.2,2.0,5.7,1.3,0.9,1.2,0.477,0.813,0.33,31.9,82,25.2,13.3
mcderdo01,doug mcdermott,2025,SAC,SF,3.5,0.2,0.5,0.1,0.0,0.1,0.427,0.6,0.436,8.1,42,4.45,9.5
mcgowbr01,bryce mcgowens,2025,POR,SG,1.0,0.2,0.2,0.1,0.0,0.3,0.286,0.833,0.0,2.5,13,1.45,1.7
merrisa01,sam merrill,2025,CLE,SG,7.2,1.5,2.2,0.7,0.2,0.5,0.406,0.966,0.372,19.7,71,13.4,11.1
millebr02,brandon miller,2025,CHO,SF,21.0,3.6,4.9,1.1,0.7,2.8,0.403,0.861,0.355,34.2,27,33.0,14.0
millejo02,jordan miller,2025,LAC,SF,4.1,0.9,1.6,0.5,0.1,0.7,0.433,0.8,0.211,11.4,37,7.849999999999999,10.5
millele01,leonard miller,2025,MIN,SF,1.5,0.0,0.8,0.2,0.1,0.2,0.4,1.0,0.0,2.5,13,2.8499999999999996,19.9
minayju01,justin minaya,2025,POR,SF,0.9,0.4,0.5,0.3,0.1,0.3,0.381,0.0,0.2,5.3,19,2.7,5.0
minotjo01,josh minott,2025,MIN,SF,2.6,0.4,1.0,0.3,0.3,0.2,0.489,0.895,0.326,6.0,46,5.5,15.5
missiyv01,yves missi,2025,NOP,C,9.1,1.4,8.2,0.5,1.3,1.1,0.547,0.623,0.0,26.8,73,22.799999999999997,15.4
mitchaj01,ajay mitchell,2025,OKC,SG,6.5,1.8,1.9,0.7,0.1,0.8,0.495,0.829,0.383,16.6,36,12.3,12.0
mitchdo01,donovan mitchell,2025,CLE,SG,24.0,5.0,4.5,1.3,0.2,2.1,0.443,0.823,0.368,31.4,71,37.65,20.9
mobleev01,evan mobley,2025,CLE,PF,18.5,3.2,9.3,0.9,1.6,2.0,0.557,0.725,0.37,30.5,71,36.85,22.3
mogbojo01,jonathan mogbo,2025,TOR,PF,6.2,2.3,4.9,0.9,0.5,1.1,0.438,0.732,0.243,20.4,63,16.95,11.9
monkma01,malik monk,2025,SAC,SG,17.2,5.6,3.8,0.9,0.6,2.4,0.439,0.865,0.325,31.6,65,30.75,15.0
moodymo01,moses moody,2025,GSW,SG,9.8,1.3,2.6,0.8,0.4,0.7,0.433,0.797,0.374,22.3,74,16.650000000000002,12.4
moranja01,ja morant,2025,MEM,PG,23.2,7.3,4.1,1.2,0.2,3.7,0.454,0.824,0.309,30.4,50,38.05,19.3
morrima02,markieff morris,2025,2TM,PF,3.7,1.4,1.5,0.1,0.2,0.3,0.3,0.833,0.25,11.0,15,7.750000000000001,6.0
morrima02,markieff morris,2025,2TM,PF,3.7,1.4,1.5,0.1,0.2,0.3,0.3,0.833,0.25,11.0,15,7.750000000000001,0.0
morrima02,markieff morris,2025,2TM,PF,3.7,1.4,1.5,0.1,0.2,0.3,0.3,0.833,0.25,11.0,15,7.750000000000001,7.9
morrimo01,monte morris,2025,PHO,PG,5.2,1.6,1.5,0.4,0.1,0.5,0.426,0.857,0.36,12.7,45,9.850000000000001,13.1
murphtr02,trey murphy iii,2025,NOP,SF,21.2,3.5,5.1,1.1,0.7,1.9,0.454,0.887,0.361,35.0,53,34.15,17.3
murrade01,dejounte murray,2025,NOP,PG,17.5,7.4,6.5,2.0,0.4,3.4,0.393,0.823,0.299,32.6,31,37.7,15.4
murraja01,jamal murray,2025,DEN,PG,21.4,6.0,3.9,1.4,0.5,2.1,0.474,0.886,0.393,36.1,67,36.949999999999996,17.8
murrake02,keegan murray,2025,SAC,PF,12.4,1.4,6.7,0.8,0.9,0.8,0.444,0.833,0.343,34.3,76,24.650000000000002,12.0
murrakr01,kris murray,2025,POR,SF,4.2,1.0,2.6,0.5,0.2,0.6,0.419,0.456,0.225,15.1,69,9.450000000000001,9.1
mykhasv01,svi mykhailiuk,2025,UTA,SF,8.8,2.0,2.4,0.5,0.2,1.4,0.391,0.8,0.345,20.0,38,14.55,9.8
nancela02,larry nance jr.,2025,ATL,PF,8.5,1.6,4.3,0.8,0.5,0.7,0.516,0.692,0.447,19.3,24,17.750000000000004,16.0
nancepe01,pete nance,2025,2TM,PF,2.9,0.8,1.6,0.2,0.2,0.3,0.438,0.5,0.375,10.6,13,6.4,8.5
nancepe01,pete nance,2025,2TM,PF,2.9,0.8,1.6,0.2,0.2,0.3,0.438,0.5,0.375,10.6,13,6.4,5.3
nancepe01,pete nance,2025,2TM,PF,2.9,0.8,1.6,0.2,0.2,0.3,0.438,0.5,0.375,10.6,13,6.4,11.5
nembhan01,andrew nembhard,2025,IND,SG,10.0,5.0,3.3,1.2,0.2,1.7,0.458,0.794,0.291,28.9,65,22.6,11.7
nesmiaa01,aaron nesmith,2025,IND,SF,12.0,1.2,4.0,0.8,0.4,0.8,0.507,0.913,0.431,25.0,45,20.0,14.6
nnajize01,zeke nnaji,2025,DEN,PF,3.2,0.4,1.6,0.4,0.7,0.2,0.496,0.614,0.327,10.7,57,7.95,12.0
okongon01,onyeka okongwu,2025,ATL,C,13.4,2.3,8.9,0.9,0.9,1.2,0.567,0.759,0.324,27.9,74,29.05,19.0
okorois01,isaac okoro,2025,CLE,SG,6.1,1.2,2.4,0.6,0.3,0.4,0.464,0.717,0.371,19.1,55,12.15,10.7
onealro01,royce o'neale,2025,PHO,SF,9.1,2.2,4.7,0.9,0.5,0.9,0.423,0.731,0.406,24.5,75,19.700000000000003,12.6
oubreke01,kelly oubre jr.,2025,PHI,SF,15.1,1.8,6.1,1.5,0.5,1.3,0.47,0.751,0.293,34.6,60,27.599999999999998,13.5
paulch01,chris paul,2025,SAS,PG,8.8,7.4,3.6,1.3,0.3,1.6,0.427,0.924,0.377,28.0,82,25.9,14.7
payneca01,cameron payne,2025,NYK,PG,6.9,2.8,1.4,0.5,0.2,0.7,0.401,0.907,0.363,15.1,72,13.55,13.8
paytoga02,gary payton ii,2025,GSW,SG,6.5,1.3,3.0,0.8,0.3,0.6,0.574,0.711,0.326,15.0,62,13.6,16.2
peterdr01,drew peterson,2025,BOS,PF,2.2,0.5,1.6,0.2,0.1,0.3,0.415,0.778,0.394,7.4,25,5.000000000000001,10.5
phillju01,julian phillips,2025,CHI,SF,4.6,0.5,2.1,0.5,0.3,0.3,0.446,0.789,0.327,14.2,79,9.149999999999999,10.2
pickeja02,jalen pickett,2025,DEN,SG,4.1,2.2,1.4,0.4,0.1,0.5,0.428,0.75,0.396,13.6,49,9.55,10.9
pippesc02,scotty pippen jr.,2025,MEM,PG,9.9,4.4,3.3,1.3,0.4,1.7,0.48,0.713,0.397,21.3,79,22.35,15.8
plumlma01,mason plumlee,2025,PHO,C,4.5,1.8,6.1,0.4,0.6,0.8,0.619,0.648,0.0,17.6,74,15.0,14.8
podzibr01,brandin podziemski,2025,GSW,SG,11.7,3.4,5.1,1.1,0.2,1.2,0.445,0.758,0.372,26.8,64,23.95,14.4
poeltja01,jakob poeltl,2025,TOR,C,14.5,2.8,9.6,1.2,1.2,1.9,0.627,0.674,0.333,29.6,57,32.4,20.0
poolejo01,jordan poole,2025,WAS,SG,20.5,4.5,3.0,1.3,0.4,3.0,0.432,0.883,0.378,29.4,68,31.5,16.6
portecr01,craig porter jr.,2025,CLE,PG,3.7,1.4,1.3,0.3,0.3,0.7,0.514,0.719,0.438,10.1,51,7.8999999999999995,13.1
portemi01,michael porter jr.,2025,DEN,SF,18.2,2.1,7.0,0.6,0.5,1.4,0.504,0.768,0.395,33.7,77,29.700000000000003,16.2
portibo01,bobby portis,2025,MIL,PF,13.9,2.1,8.4,0.7,0.5,1.2,0.466,0.836,0.365,25.4,49,27.250000000000004,17.7
